=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.28 21:20:35 =~=~=~=~=~=~=~=~=~=~=~=
T,38873,120,1936,56067,1444,32798,142
T,38874,121,1940,56259,1444,32798,142
T,38875,120,1936,56066,1444,32798,142
T,38876,121,1940,56259,1444,32798,142
T,38877,120,1936,56067,1444,32798,142
T,38878,121,1940,56257,1444,32798,142
T,38879,120,1936,56065,1444,32798,142
T,38880,120,1936,56065,1444,32798,142
T,38881,120,1936,56064,1444,32798,142
T,38882,121,1940,56257,1444,32798,142
T,38883,119,1932,55872,1444,32798,142
T,38884,120,1936,56062,1444,32798,144
T,38885,119,1932,55875,1444,32798,142
T,38886,120,1936,56067,1444,32798,142
T,38887,120,1936,56066,1444,32798,142
T,38888,120,1936,56068,1444,32798,142
T,38889,119,1932,55875,1444,32798,142
T,38890,120,1936,56065,1444,32798,142
T,38891,120,1936,56066,1444,32798,142
T,38892,120,1936,56065,1444,32798,142
T,38893,120,1936,56065,1444,32798,142
T,38894,120,1936,56065,1444,32798,142
T,38895,121,1940,56257,1444,32798,142
T,38896,121,1940,56254,1444,32798,144
T,38897,120,1936,56064,1444,32798,144
T,38898,120,1936,56062,1444,32798,144
T,38899,121,1940,56259,1444,32798,142
T,3890T,40298,119,1932,55873,1444,32798,142
T,40299,119,1932,55872,1444,32798,142
T,40300,119,1932,55871,1444,32798,144
T,40301,118,1928,55677,1444,32798,144
T,40302,120,1936,56064,1444,32798,144
T,40303,119,1932,55876,1444,32798,142
T,40304,120,1936,56067,1444,32798,142
T,40305,120,1936,56067,1444,32798,142
T,40306,120,1936,56067,1444,32798,142
T,40307,120,1936,56066,1444,32798,142
T,40308,121,1940,56257,1444,32798,142
T,40309,121,1940,56257,1444,32798,142
T,40310,122,1944,56449,1444,32798,142
T,40311,122,1944,56449,1444,32798,142
T,40312,123,1948,56642,1444,32798,142
T,40313,117,1924,55489,1444,32798,142
T,40314,122,1944,56447,1444,32798,144
T,40315,122,1944,56452,1444,32798,142
T,40316,123,1948,56643,1444,32798,142
T,40317,117,1924,55487,1444,32798,142
T,40318,124,1952,56836,1444,32798,142
T,40319,118,1928,55679,1444,32798,142
T,40320,118,1928,55678,1444,32798,144
T,40321,117,1924,55490,1444,32798,142
T,40322,124,1952,56835,1444,32798,142
T,40323,118,1928,55682,1444,32798,142
T,40324,119,1932,55874,1444,32798,142
T,40325,118,1928,55682,1444,32798,142
T,40326,119,1932,55872,1444,32798,142
T,40327,119,1932,55873,1444,32798,142
T,40328,120,1936,56065,1444,32798,142
T,40329,119,1932,55872,1444,32798,142
T,40330,120,1936,56065,1444,32798,142
T,40331,121,1940,56257,1444,32798,142
T,40332,121,1940,56255,1444,32798,144
T,40333,120,1936,56062,1444,32798,144
T,40334,121,1940,56259,1444,32798,142
T,40335,121,1940,56259,1444,32798,142
